method,op,category,recv_class,prop
2417,get,slot_sealed,Wire,on
2417,get,recv_scope,,Game
2417,get,recv_classobj,,sprWire
2417,set,recv_unknown,,alpha
2417,get,recv_scope,,Draw
2417,get,recv_scope,,FP
2417,get,recv_classobj,,world
2417,get,recv_scope,,Game
2417,get,recv_unknown,,nightBmp
2417,get,recv_scope,,FP
2417,get,recv_classobj,,camera
2417,call,recv_classobj,,setTarget
2417,get,recv_scope,,Game
2417,get,recv_classobj,,sprWire
2417,get,recv_scope,,x
2417,get,recv_scope,,y
2417,get,recv_scope,,FP
2417,get,recv_classobj,,camera
2417,call,recv_unknown,,render
2417,get,recv_scope,,Draw
2417,call,recv_classobj,,resetTarget
2417,get,recv_scope,,Game
2417,get,recv_classobj,,sprWire
2417,set,recv_unknown,,alpha
2418,get,recv_scope,,Object
2418,get,recv_scope,,Tweener
2418,get,recv_scope,,Entity
2418,get,recv_scope,,Entity
2421,get,recv_scope,,Object
2421,get,recv_scope,,EventDispatcher
2421,get,recv_scope,,DisplayObject
2421,get,recv_scope,,Bitmap
2421,get,recv_scope,,FlexBitmap
2421,get,recv_scope,,BitmapAsset
2421,get,recv_scope,,BitmapAsset
2423,get,recv_scope,,BeamTower_imgBeamTower
2423,get,slot_sealed,BeamTower,imgBeamTower
2423,get,method_as_prop,BeamTower,animEnd
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,set,slot_sealed,Spritemap,originX
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,set,slot_sealed,Spritemap,originY
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,get,slot_sealed,Spritemap,originX
2423,set,slot_sealed,Spritemap,x
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,get,slot_sealed,Spritemap,originY
2423,set,slot_sealed,Spritemap,y
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,add
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,add
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,add
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,add
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,add
2423,get,slot_sealed,BeamTower,sprBeamTower
2423,call,call_method_virtual,Spritemap,play
2423,call,recv_scope,,setHitbox
2423,get,recv_scope,,y
2424,get,recv_scope,,Game
2424,get,recv_classobj,,freezeObjects
2424,get,slot_sealed,BeamTower,sprBeamTower
2424,get,accessor,Spritemap,frame
2424,get,slot_sealed,BeamTower,playedSound
2424,get,recv_scope,,FP
2424,get,recv_classobj,,world
2424,get,recv_scope,,x
2424,get,recv_scope,,y
2424,call,recv_unknown,,nearestToPoint
2424,get,recv_scope,,Player
2424,get,recv_scope,,x
2424,get,recv_scope,,y
2424,get,slot_sealed,BeamTower,direction
2424,get,recv_scope,,Math
2424,get,slot_sealed,Player,x
2424,get,recv_scope,,x
2424,call,recv_unknown,,max
2424,get,slot_sealed,BeamTower,direction
2424,get,recv_scope,,Math
2424,get,slot_sealed,Player,y
2424,get,recv_scope,,y
2424,call,recv_unknown,,min
2424,get,slot_sealed,BeamTower,direction
2424,get,recv_scope,,Math
2424,get,slot_sealed,Player,x
2424,get,recv_scope,,x
2424,call,recv_unknown,,min
2424,get,slot_sealed,BeamTower,direction
2424,get,recv_scope,,Math
2424,get,slot_sealed,Player,y
2424,get,recv_scope,,y
2424,call,recv_unknown,,max
2424,get,recv_scope,,Music
2424,call,recv_classobj,,playSoundDistPlayer
2424,get,slot_sealed,BeamTower,direction
2424,call,call_method_virtual,BeamTower,getRect
2424,get,recv_scope,,FP
2424,get,recv_classobj,,world
2424,get,recv_unknown,,x
2424,get,recv_unknown,,y
2424,get,recv_unknown,,width
2424,get,recv_unknown,,height
2424,call,recv_unknown,,collideRect
2424,get,recv_scope,,Player
2424,get,slot_sealed,BeamTower,force
2424,get,recv_scope,,x
2424,get,recv_scope,,y
2424,get,slot_sealed,BeamTower,damage
2424,call,call_method_virtual,Player,hit
2424,get,recv_scope,,Game
2424,set,recv_classobj,,shake
2424,get,recv_scope,,y
2424,get,recv_scope,,Math
2424,get,recv_scope,,Game
2424,call,recv_classobj,,worldFrame
2424,get,recv_scope,,Math
2424,get,recv_unknown,,PI
2424,call,recv_unknown,,sin
2425,get,slot_sealed,BeamTower,sprBeamTower
2425,get,accessor,Spritemap,currentAnim
2425,get,slot_sealed,BeamTower,sprBeamTower
2425,get,accessor,Spritemap,frame
2425,get,slot_sealed,BeamTower,direction
2425,get,slot_sealed,BeamTower,direction
2425,call,call_method_virtual,BeamTower,drawLine
2425,get,slot_sealed,BeamTower,direction
2425,get,slot_sealed,BeamTower,direction
2425,call,call_method_virtual,BeamTower,drawLine
2426,get,recv_scope,,Game
2426,get,recv_classobj,,freezeObjects
2426,get,recv_scope,,Vector
2426,get,recv_scope,,Point
2426,call,call_method_virtual,BeamTower,getLine
2426,get,recv_scope,,Draw
2426,get,recv_unknown,,x
2426,get,recv_unknown,,y
2426,get,recv_unknown,,x
2426,get,recv_unknown,,y
2426,call,recv_unknown,,linePlus
2426,get,recv_scope,,Draw
2426,get,recv_scope,,FP
2426,get,recv_classobj,,world
2426,get,recv_scope,,Game
2426,get,recv_unknown,,nightBmp
2426,get,recv_scope,,FP
2426,get,recv_classobj,,camera
2426,call,recv_classobj,,setTarget
2426,get,recv_scope,,Draw
2426,get,recv_unknown,,x
2426,get,recv_unknown,,y
2426,get,recv_unknown,,x
2426,get,recv_unknown,,y
2426,call,recv_unknown,,linePlus
2426,get,recv_scope,,Draw
2426,call,recv_classobj,,resetTarget
2427,get,recv_scope,,Vector
2427,get,recv_scope,,Vector
2427,get,recv_scope,,Point
2427,get,slot_sealed,BeamTower,direction
2427,call,call_method_virtual,BeamTower,getLine
2427,call,recv_unknown,,push
2427,get,slot_sealed,BeamTower,direction
2427,call,call_method_virtual,BeamTower,getLine
2427,call,recv_unknown,,push
2427,get,recv_scope,,Math
2427,get,recv_unknown,,x
2427,get,recv_unknown,,x
2427,call,recv_unknown,,min
2427,get,recv_scope,,Math
2427,get,recv_unknown,,y
2427,get,recv_unknown,,y
2427,call,recv_unknown,,min
2427,get,recv_scope,,Math
2427,get,recv_unknown,,x
2427,get,recv_unknown,,x
2427,call,recv_unknown,,abs
2427,get,recv_scope,,Math
2427,get,recv_unknown,,y
2427,get,recv_unknown,,y
2427,call,recv_unknown,,abs
2428,get,recv_scope,,Vector
2428,get,recv_scope,,Point
2428,get,recv_scope,,x
2428,get,recv_scope,,y
2428,get,recv_unknown,,x
2428,set,recv_unknown,,x
2428,get,recv_unknown,,y
2428,set,recv_unknown,,y
2428,get,recv_scope,,FP
2428,get,recv_classobj,,width
2428,get,recv_unknown,,y
2428,get,recv_unknown,,x
2428,set,recv_unknown,,x
2428,get,recv_unknown,,y
2428,set,recv_unknown,,y
2428,get,recv_unknown,,x
2428,get,recv_unknown,,x
2428,set,recv_unknown,,x
2428,get,recv_unknown,,y
2428,set,recv_unknown,,y
2428,get,recv_unknown,,y
2428,get,recv_unknown,,x
2428,set,recv_unknown,,x
2428,get,recv_unknown,,y
2428,set,recv_unknown,,y
2428,get,recv_unknown,,x
2428,get,recv_scope,,FP
2428,get,recv_classobj,,height
2428,call,recv_unknown,,clone
2428,call,recv_unknown,,push
2429,get,slot_sealed,BeamTower,sprBeamTower
2429,get,accessor,Spritemap,currentAnim
2429,get,slot_sealed,BeamTower,direction
2429,get,slot_sealed,BeamTower,rate
2429,get,slot_sealed,BeamTower,sprBeamTower
2429,get,slot_sealed,BeamTower,direction
2429,call,call_method_virtual,BeamTower,getAnimation
2429,call,call_method_virtual,Spritemap,play
2429,get,slot_sealed,BeamTower,sprBeamTower
2429,call,call_method_virtual,Spritemap,play
2431,get,recv_scope,,Object
2431,get,recv_scope,,Tweener
2431,get,recv_scope,,Entity
2431,get,recv_scope,,Entity
2434,get,recv_scope,,Object
2434,get,recv_scope,,ByteArray
2434,get,recv_scope,,ByteArrayAsset
2434,get,recv_scope,,ByteArrayAsset
2436,get,recv_scope,,Tile
2436,get,recv_classobj,,w
2436,get,recv_scope,,Tile
2436,get,recv_classobj,,h
2436,get,recv_scope,,Tile
2436,get,recv_classobj,,h
2436,call,recv_scope,,int
2436,get,recv_scope,,Game
2436,get,recv_classobj,,sprStatues
2437,get,recv_scope,,graphic
2437,get,recv_scope,,Image
2437,get,recv_unknown,,width
2437,get,recv_scope,,graphic
2437,set,recv_unknown,,y
2437,call,recv_scope,,setHitbox
2437,get,recv_scope,,graphic
2437,set,recv_unknown,,y
2437,call,recv_scope,,setHitbox
2437,get,slot_sealed,Statue,frame
2437,get,recv_scope,,graphic
2437,get,recv_scope,,Spritemap
2437,get,slot_sealed,Statue,frame
2437,set,recv_unknown,,frame
2438,get,recv_scope,,y
2438,get,recv_scope,,originY
2438,get,recv_scope,,height
2438,get,recv_scope,,y
2438,get,recv_scope,,originY
2438,get,recv_scope,,height
2438,get,recv_scope,,y
2438,get,recv_scope,,originY
2438,get,recv_scope,,height
2438,get,slot_sealed,Statue,frame
2439,get,recv_scope,,Object
2439,get,recv_scope,,Tweener
2439,get,recv_scope,,Entity
2439,get,recv_scope,,Mobile
2439,get,recv_scope,,NPC
2439,get,recv_scope,,NPC
2442,get,recv_scope,,Object
2442,get,recv_scope,,EventDispatcher
2442,get,recv_scope,,DisplayObject
2442,get,recv_scope,,Bitmap
2442,get,recv_scope,,FlexBitmap
2442,get,recv_scope,,BitmapAsset
2442,get,recv_scope,,BitmapAsset
2445,get,recv_scope,,Object
2445,get,recv_scope,,ByteArray
2445,get,recv_scope,,ByteArrayAsset
2445,get,recv_scope,,ByteArrayAsset
2448,get,recv_scope,,Object
2448,get,recv_scope,,ByteArray
2448,get,recv_scope,,ByteArrayAsset
2448,get,recv_scope,,ByteArrayAsset
2451,get,recv_scope,,Object
2451,get,recv_scope,,ByteArray
2451,get,recv_scope,,ByteArrayAsset
2451,get,recv_scope,,ByteArrayAsset
2454,get,recv_scope,,Object
2454,get,recv_scope,,ByteArray
2454,get,recv_scope,,ByteArrayAsset
2454,get,recv_scope,,ByteArrayAsset
2456,get,recv_scope,,Pod_imgPodBody
2456,get,slot_sealed,Pod,imgPodBody
2456,get,recv_scope,,Pod_imgPod
2456,get,slot_sealed,Pod,imgPod
2456,get,method_as_prop,Pod,animEnd
2456,get,recv_scope,,Tile
2456,get,recv_classobj,,w
2456,get,recv_scope,,Tile
2456,get,recv_classobj,,h
2456,get,slot_sealed,Pod,sprPod
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,centerOO
2456,get,slot_sealed,Pod,sprPodBody
2456,call,call_method_virtual,Image,centerOO
2456,get,slot_sealed,Pod,sprPod
2456,set,accessor,Spritemap,alpha
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,add
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,add
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,add
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,add
2456,get,slot_sealed,Pod,sprPod
2456,call,call_method_virtual,Spritemap,play
2456,call,recv_scope,,setHitbox
2456,get,recv_scope,,FP
2456,get,recv_classobj,,world
2456,get,slot_sealed,Pod,sprPodBody
2456,get,recv_scope,,y
2456,get,recv_scope,,Tile
2456,get,recv_classobj,,h
2456,get,recv_scope,,x
2456,get,recv_scope,,y
2456,call,recv_unknown,,addGraphic
2457,get,slot_sealed,Pod,sprPod
2457,get,accessor,Spritemap,frame
2457,get,recv_scope,,y
2457,get,recv_scope,,Tile
2457,get,recv_classobj,,h
2457,get,slot_sealed,Pod,myPodBody
2457,get,accessor,Entity,layer
2457,get,recv_scope,,Vector
2457,get,recv_scope,,Entity
2457,get,slot_sealed,Pod,hitables
2457,get,recv_scope,,x
2457,get,recv_scope,,y
2457,call,recv_scope,,collideTypesInto
2457,get,recv_scope,,Player
2457,get,recv_scope,,Player
2457,get,slot_sealed,Pod,sprPod
2457,get,accessor,Spritemap,currentAnim
2457,get,recv_scope,,x
2457,set,slot_sealed,Player,x
2457,get,recv_scope,,y
2457,set,slot_sealed,Player,y
2457,get,slot_sealed,Player,v
2457,get,slot_sealed,Player,v
2457,set,recv_unknown,,y
2457,set,recv_unknown,,x
2457,call,call_method_virtual,Player,hit
2457,get,recv_unknown,,length
2457,get,slot_sealed,Pod,sprPod
2457,get,accessor,Spritemap,currentAnim
2457,get,slot_sealed,Pod,sprPod
2457,call,call_method_virtual,Spritemap,play
2459,get,slot_sealed,Pod,sprPod
2459,call,call_method_virtual,Spritemap,play
2459,get,slot_sealed,Pod,sprPod
2459,call,call_method_virtual,Spritemap,play
2460,get,slot_sealed,Pod,sprPod
2460,get,accessor,Spritemap,currentAnim
2460,get,slot_sealed,Pod,sprPod
2460,get,accessor,Spritemap,currentAnim
2461,get,slot_sealed,Pod,sprPod
2461,call,call_method_virtual,Spritemap,play
2461,get,slot_sealed,Pod,sprPod
2461,call,call_method_virtual,Spritemap,play
2461,get,slot_sealed,Pod,sprPod
2461,get,accessor,Spritemap,currentAnim
2462,get,recv_scope,,Object
2462,get,recv_scope,,Tweener
2462,get,recv_scope,,Entity
2462,get,recv_scope,,Entity
2464,get,recv_scope,,BossTotem_imgBossTotem
2464,get,slot_sealed,BossTotem,imgBossTotem
2464,get,slot_sealed,BossTotem,sprBossTotem
2464,get,slot_sealed,BossTotem,animateFrames
2464,get,slot_sealed,BossTotem,animateFrames
2464,get,slot_sealed,BossTotem,animateFrames
2464,get,slot_sealed,BossTotem,animateFrames
2464,get,slot_sealed,BossTotem,animateRate
2464,get,slot_sealed,BossTotem,animateRate
2464,get,slot_sealed,BossTotem,animateRate
2464,get,slot_sealed,BossTotem,animateRate
2464,call,recv_scope,,setHitbox
2465,get,recv_scope,,destroy
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,x
2465,get,recv_scope,,y
2465,call,recv_unknown,,nearestToPoint
2465,get,recv_scope,,Player
2465,get,slot_sealed,BossTotem,fullyActivated
2465,get,slot_sealed,Player,y
2465,get,recv_scope,,y
2465,get,recv_scope,,originY
2465,get,recv_scope,,height
2465,get,recv_scope,,y
2465,get,recv_scope,,originY
2465,get,recv_scope,,height
2465,set,slot_sealed,Player,y
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,Wand
2465,call,recv_unknown,,classCount
2465,get,slot_sealed,BossTotem,activated
2465,get,recv_scope,,Music
2465,call,recv_classobj,,playSound
2465,get,recv_scope,,Game
2465,get,recv_classobj,,levelMusics
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,Game
2465,get,recv_unknown,,level
2465,get,recv_scope,,Game
2465,get,recv_classobj,,bossMusic
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,Game
2465,get,slot_sealed,BossTotem,playerPosSet
2465,call,recv_unknown,,clone
2465,set,recv_unknown,,playerPosition
2465,get,slot_sealed,BossTotem,activated
2465,get,slot_sealed,BossTotem,rumblingTime
2465,get,slot_sealed,BossTotem,rumblingTime
2465,set,slot_sealed,BossTotem,rumblingTime
2465,get,slot_sealed,BossTotem,rumblingTime
2465,get,slot_sealed,BossTotem,rumblingTimeMax
2465,get,slot_sealed,BossTotem,activationStage
2465,get,slot_sealed,BossTotem,activationStage
2465,get,slot_sealed,BossTotem,activationRate
2465,get,recv_scope,,Math
2465,get,slot_sealed,BossTotem,activationStage
2465,get,recv_scope,,Math
2465,get,recv_unknown,,PI
2465,call,recv_unknown,,sin
2465,get,slot_sealed,BossTotem,activationRate
2465,get,slot_sealed,BossTotem,activationStage
2465,get,slot_sealed,BossTotem,waitAtTopTime
2465,get,slot_sealed,BossTotem,waitAtTopTime
2465,set,slot_sealed,BossTotem,waitAtTopTime
2465,get,slot_sealed,BossTotem,fullyActivated
2465,get,recv_scope,,Game
2465,get,recv_classobj,,freezeObjects
2465,get,slot_sealed,BossTotem,activationRestTime
2465,get,slot_sealed,BossTotem,activationRestTime
2465,set,slot_sealed,BossTotem,activationRestTime
2465,get,slot_sealed,BossTotem,rate
2465,get,recv_scope,,Math
2465,get,slot_sealed,BossTotem,rate
2465,get,slot_sealed,BossTotem,rateRate
2465,call,recv_unknown,,min
2465,get,accessor,BossTotem,state
2465,get,recv_scope,,v
2465,get,slot_sealed,BossTotem,rate
2465,set,recv_unknown,,y
2465,get,slot_sealed,BossTotem,laserWidthDef
2465,get,slot_sealed,BossTotem,laserColDef
2465,get,slot_sealed,BossTotem,currentFrame
2465,get,slot_sealed,BossTotem,animateRate
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,slot_sealed,BossTotem,rate
2465,get,slot_sealed,BossTotem,animateFrames
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,slot_sealed,BossTotem,animateFrames
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,recv_scope,,y
2465,get,slot_sealed,BossTotem,startY
2465,get,slot_sealed,BossTotem,startY
2465,get,recv_scope,,v
2465,set,recv_unknown,,y
2465,get,slot_sealed,BossTotem,waitAtTopTimeMax
2465,get,accessor,BossTotem,state
2465,get,recv_scope,,v
2465,set,recv_unknown,,y
2465,get,recv_scope,,Math
2465,get,slot_sealed,BossTotem,currentFrame
2465,call,recv_unknown,,floor
2465,get,slot_sealed,BossTotem,shootFrame
2465,get,slot_sealed,BossTotem,shot
2465,get,recv_scope,,Music
2465,call,recv_classobj,,playSound
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,x
2465,get,recv_unknown,,x
2465,get,recv_scope,,y
2465,get,recv_unknown,,y
2465,call,recv_unknown,,add
2465,get,recv_scope,,FP
2465,get,recv_classobj,,world
2465,get,recv_scope,,x
2465,get,recv_unknown,,x
2465,get,recv_scope,,y
2465,get,recv_unknown,,y
2465,get,recv_unknown,,x
2465,get,recv_unknown,,y
2465,call,recv_unknown,,add
2465,get,slot_sealed,BossTotem,currentFrame
2465,get,slot_sealed,BossTotem,animateRate
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,slot_sealed,BossTotem,rate
2465,get,slot_sealed,BossTotem,animateFrames
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,recv_scope,,v
2465,get,slot_sealed,BossTotem,rate
2465,set,recv_unknown,,y
2465,call,call_method_virtual,BossTotem,laserStep
2465,get,recv_scope,,Math
2465,get,slot_sealed,BossTotem,currentFrame
2465,call,recv_unknown,,floor
2465,get,recv_scope,,Math
2465,get,slot_sealed,BossTotem,currentFrame
2465,call,recv_unknown,,floor
2465,get,slot_sealed,BossTotem,playedSound
2465,get,recv_scope,,Music
2465,call,recv_classobj,,playSound
2465,get,recv_scope,,y
2465,get,recv_scope,,originY
2465,get,recv_scope,,height
2465,get,slot_sealed,BossTotem,maxYPosition
2465,get,slot_sealed,BossTotem,animate
2465,get,slot_sealed,BossTotem,currentFrame
2465,get,slot_sealed,BossTotem,animateRate
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,slot_sealed,BossTotem,rate
2465,get,slot_sealed,BossTotem,animateFrames
2465,get,slot_sealed,BossTotem,currentAnimation
2465,get,recv_scope,,Math
2465,get,recv_scope,,y
2465,get,slot_sealed,Player,y
2465,call,recv_unknown,,abs
2465,get,recv_scope,,FP
2465,get,recv_classobj,,screen
2465,get,recv_unknown,,height
2465,get,recv_scope,,Math
2465,get,recv_scope,,x
2465,get,slot_sealed,Player,x
2465,call,recv_unknown,,abs
2465,get,recv_scope,,FP
2465,get,recv_classobj,,screen
2465,get,recv_unknown,,width
2465,get,recv_scope,,Game
2465,get,recv_scope,,x
2465,get,slot_sealed,Player,x
2465,get,recv_scope,,FP
2465,get,recv_classobj,,screen
2465,get,recv_unknown,,width
2465,get,recv_scope,,y
2465,get,slot_sealed,Player,y
2465,get,recv_scope,,FP
2465,get,recv_classobj,,screen
2465,get,recv_unknown,,height
2465,set,recv_classobj,,cameraTarget
2465,get,recv_scope,,Game
2465,call,recv_classobj,,resetCamera
2466,get,slot_sealed,BossTotem,laserWidth
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,get,slot_sealed,BossTotem,laserWidth
2466,get,recv_scope,,Math
2466,get,slot_sealed,BossTotem,laserWidth
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,call,recv_unknown,,max
2466,get,recv_scope,,FP
2466,get,slot_sealed,BossTotem,laserColDef
2466,get,slot_sealed,BossTotem,laserColHit
2466,get,slot_sealed,BossTotem,laserWidth
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,call,recv_classobj,,colorLerp
2466,get,slot_sealed,BossTotem,laserHitTime
2466,get,slot_sealed,BossTotem,laserHitTime
2466,set,slot_sealed,BossTotem,laserHitTime
2466,get,slot_sealed,BossTotem,laserHitTime
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,get,slot_sealed,BossTotem,laserColDef
2466,get,recv_scope,,v
2466,set,recv_unknown,,y
2466,get,slot_sealed,BossTotem,laserWidthDef
2466,get,slot_sealed,BossTotem,laserHitTimeMax
2466,get,slot_sealed,BossTotem,laserColMax
2466,get,recv_scope,,Vector
2466,get,recv_scope,,Player
2466,get,slot_sealed,BossTotem,headPos
2466,get,slot_sealed,BossTotem,laserPos
2466,call,call_method_virtual,BossTotem,getLaserRect
2466,get,recv_scope,,FP
2466,get,recv_classobj,,world
2466,get,recv_unknown,,x
2466,get,recv_unknown,,y
2466,get,recv_unknown,,width
2466,get,recv_unknown,,height
2466,call,recv_unknown,,collideRectInto
2466,get,slot_sealed,BossTotem,headPos
2466,get,slot_sealed,BossTotem,laserPos
2466,call,call_method_virtual,BossTotem,getLaserRect
2466,get,recv_scope,,FP
2466,get,recv_classobj,,world
2466,get,recv_unknown,,x
2466,get,recv_unknown,,y
2466,get,recv_unknown,,width
2466,get,recv_unknown,,height
2466,call,recv_unknown,,collideRectInto
2466,call,call_method_virtual,BossTotem,hitPlayers
2466,get,recv_scope,,Game
2466,get,slot_sealed,BossTotem,laserHitTimeMax
2466,set,recv_classobj,,shake
2466,get,recv_scope,,Music
2466,call,recv_classobj,,playSound
2466,get,recv_scope,,Music
2466,call,recv_classobj,,playSound
2467,get,slot_sealed,BossTotem,tag
2467,get,recv_scope,,Game
2467,get,slot_sealed,BossTotem,tag
2467,call,recv_classobj,,checkPersistence
2467,get,recv_scope,,FP
2467,get,recv_classobj,,world
2467,call,recv_unknown,,remove
2468,get,slot_sealed,BossTotem,doActions
2468,get,recv_scope,,Game
2468,call,recv_classobj,,resetCamera
2468,get,recv_scope,,FP
2468,get,recv_classobj,,world
2468,get,recv_scope,,Game
2468,call,recv_unknown,,undrawCover
2468,get,recv_scope,,Music
2468,call,recv_classobj,,playSound
2468,get,recv_scope,,Game
2468,get,recv_classobj,,levelMusics
2468,get,recv_scope,,FP
2468,get,recv_classobj,,world
2468,get,recv_scope,,Game
2468,get,recv_unknown,,level
2468,get,recv_scope,,Main
2468,get,recv_scope,,Main
2468,get,recv_classobj,,badges
2468,call,recv_classobj,,unlockMedal
2468,get,recv_scope,,Game
2468,set,recv_classobj,,shake
2468,get,recv_scope,,Game
2468,get,slot_sealed,BossTotem,tag
2468,call,recv_classobj,,setPersistence
2469,get,slot_sealed,BossTotem,force
2469,get,slot_sealed,Player,x
2469,get,recv_scope,,y
2469,get,recv_scope,,damage
2469,call,call_method_virtual,Player,hit
2470,get,slot_sealed,BossTotem,stateAnimations
2470,get,accessor,BossTotem,state
2470,call,call_method_virtual,BossTotem,changeAnimation
2471,get,slot_sealed,BossTotem,_state
2472,get,recv_scope,,Math
2472,get,slot_sealed,BossTotem,currentFrame
2472,call,recv_unknown,,floor
2472,get,recv_scope,,Math
2472,get,slot_sealed,BossTotem,currentFrame
2472,call,recv_unknown,,ceil
2472,get,slot_sealed,BossTotem,animateFrames
2472,get,slot_sealed,BossTotem,currentAnimation
2472,get,slot_sealed,BossTotem,armsAttacksPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,armsAttacksPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,armsAttacksAng
2472,get,slot_sealed,BossTotem,armsAttacksAng
2472,get,slot_sealed,BossTotem,headAttacksPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,headAttacksPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,slot_sealed,BossTotem,headPos
2472,get,slot_sealed,BossTotem,headPos
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,headAttacksAng
2472,get,slot_sealed,BossTotem,headAttacksAng
2472,get,slot_sealed,BossTotem,legsAttacksPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,legsAttacksPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,legsAttacksAng
2472,get,slot_sealed,BossTotem,legsAttacksAng
2472,get,recv_scope,,armsRestingPos
2472,call,recv_unknown,,clone
2472,get,recv_scope,,armsRestingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,armsRestingAng
2472,get,slot_sealed,BossTotem,armsRestingAng
2472,get,slot_sealed,BossTotem,headRestingPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,headRestingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,slot_sealed,BossTotem,headPos
2472,get,slot_sealed,BossTotem,headPos
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,headRestingAng
2472,get,slot_sealed,BossTotem,headRestingAng
2472,get,slot_sealed,BossTotem,legsRestingPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,legsRestingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,legsRestingAng
2472,get,slot_sealed,BossTotem,legsRestingAng
2472,get,slot_sealed,BossTotem,armsWalkingPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,armsWalkingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,armsWalkingAng
2472,get,slot_sealed,BossTotem,armsWalkingAng
2472,get,slot_sealed,BossTotem,headWalkingPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,headWalkingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,slot_sealed,BossTotem,headPos
2472,get,slot_sealed,BossTotem,headPos
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,headWalkingAng
2472,get,slot_sealed,BossTotem,headWalkingAng
2472,get,slot_sealed,BossTotem,legsWalkingPos
2472,call,recv_unknown,,clone
2472,get,slot_sealed,BossTotem,legsWalkingPos
2472,call,recv_unknown,,clone
2472,call,recv_unknown,,add
2472,get,recv_unknown,,length
2472,call,recv_unknown,,normalize
2472,get,slot_sealed,BossTotem,legsWalkingAng
